id,text_bn,text_en,sentiment,gender_reference,dialect,dialect_raw,style,source_type,length_char,length_words,dialect_marker_count,cross_dialect_marker_count,dialect_authenticity,is_political_content
1426,"ছাত্র জনতাকে উৎ পেতে থাকতে হবে ঠিক আঃ লীগের পেছনে পেছনে, সজাগ দৃষ্টি রেখে সন্দেহ হলেই আঃ লীগ আটক করতে হবে, গন অভ্যুত্থানকে রক্ষা করার দায়িত্ব ছাত্র জনতার কাজেই তাদেরকে সুনিপুণভাবে দৃষ্টি রেখে অপরাধীকে এটাক করতে হবে বিশেষ করে ছাত্ররা স্ব শরীরে অতন্ত্র প্রহরী থাকতে হবে, এই তের তারিখ থেকে শিক্ষা নাও সতর তারিখ কি করতে হবে।",The student community must be on the lookout right behind the Awami League. Keep a vigilant eye and arrest the Awami League if suspected. It is the responsibility of the students to protect the mass uprising. So they must keep a sharp eye and attack the criminals. Especially students must be physically vigilant guards. Learn from this 13th what to do on the 17th.,Negative,Neutral,Standard,Standard,Formal,YouTube,321,57,0,0,standard_ok,False
1427,আল্লাহ কুরআনের ভিতর স্পষ্টই কুরআনের শাসন কায়েম করতে বলেছে! ভারতের দালালি করতে নয় আল্লাহর দিন প্রতিষ্ঠিত করতে চাইলে কুরআনের নির্দেশনায় দেশ পরিচালনা করার জন্য ইসলামিক দলগুলোকে সুযোগ দিবেন! ইনশাআল্লাহ কাল কিয়ামতের. দিন আল্লাহ তাদেরও সুসংবাদ দেবে আর যারা এর বিরোধিতা করবে তার ফল তার উপরেই পস্তাবে।,"Allah has clearly commanded to establish the rule of the Quran inside the Quran! Not to act as brokers for India. If you want to establish Allah's faith, you should give the Islamic parties a chance to run the country according to the guidance of the Quran! Insha'Allah, on the Day of Judgment, Allah will give them good tidings, and those who oppose this will face the consequences themselves.",Positive,Neutral,Other/Unclassified,Arabic,Formal,YouTube,297,46,0,0,no_markers_found,False
1429,সিলেটিরা সববায় সেরা..সিলেটের সুনাম সববায় চরিয়ে আচে...আমাদের সিলেট এর গান টেন্ডিং এ থাকে. সিলেটি গান মানেই আগুন গান শুনে একবার বার বার শুনতে থাকে. ধন্যবাদ সকল কে যারা বিভিন্ন জেলা থেকে আমাদের কে ভালোবাসেন আমরাও আপনাদের ভালোবাসি.. ওয়াহেদ ভাই মানেই গানের রাজা সিলেটি গানের রাজা. এগিয়ে যান পাশে আছি তাকবো ️️,"Sylhetis are the best. Sylhet's reputation is everywhere. Our Sylheti songs stay on trending. Sylheti song means fire. After hearing it once, people listen to it again and again. Thanks to everyone who loves us from different districts, we love you too. Wahed bhai means the king of songs, the king of Sylheti songs. Keep moving forward, we are and will be by your side. ️️",Positive,Neutral,Standard,Standard,Formal,YouTube,308,51,0,1,standard_with_dialect_markers,False
1430,"The words to this song and Waheds excellent voice have made this the viral video it is. It covers a lot of Bangladeshis dreams.. 1. capture a ""Shona Phaki"" 2. be an owner of car 3. be an owner of a house 4. To tour London , America and .... Sylhet.. Congratlations to Wahed and his team. Nailed it.","The words to this song and Wahed's excellent voice have made this the viral video it is. It covers a lot of Bangladeshis dreams.. 1. capture a ""Shona Phaki"" 2. be an owner of a car 3. be an owner of a house 4. To tour London, America and .... Sylhet.. Congratulations to Wahed and his team. Nailed it.",Positive,Neutral,Other/Unclassified,English,Formal,YouTube,298,59,0,0,no_markers_found,False
1431,"২৪ এর ৫ আগস্টের পর থেকে এই এক বছরে যদি আওয়ামিলীগ এর সন্ত্রাসীদের খুঁজে খুঁজে ফাঁসি দেওয়া হতো তাহলে এই টেরোরিস্টরা এখন এসব করার সুযোগ পেতো না। রাজনীতি করলেই তাকে রাজনৈতিক দল বলা যায়না, রাজনীতির লেবাসে যারা দেশ বিক্রি করে, গণহত্যা চালায়, জোর করে ক্ষমতায় টিকে থেকে লুটপাট চালায়, তাদের ফাঁসি দেওয়া আবশ্যকীয়। বরং তাদের বাঁচানোটাই চরম অন্যায় ও পাপ।","If the terrorists of Awami League had been hunted down and hanged in this one year after August 5th of '24, these terrorists would not have had the opportunity to do this now. Just doing politics doesn't make a party a political party. Those who sell the country in the guise of politics, commit genocide, and loot while staying in power by force must be hanged. Rather, saving them is an extreme injustice and sin.",Negative,Neutral,Standard,Standard,Formal,YouTube,351,60,0,0,standard_ok,False
1432,ছোটকালে গল্প শুনেছিলাম একটি রাখাল বলতো বাঘ এসেছে বাঘ এসেছে গ্রামের লোকজন সে দেখতো কোন কিছুই হয় নাই পরেও জন পাহারা দিয়ে থাকতো কিন্তু যেদিন বাঘ আসলো এই দিন রাখ পার বাঘ এসেছে বাঘ এসেছে বলে চিল্লাতে লাগলো কবে সেই দিন বাঘ ঠিকই এসেছিল কিন্তু গ্রামের জনগণ আর লোনা এখন বলেন তো এই দিন কি হতে পারে ।,"I heard a story when I was young about a shepherd who used to cry wolf. The villagers would check and find nothing. People would keep guarding. But the day the tiger actually came, the shepherd kept shouting 'the tiger has come,' but the villagers didn't believe him anymore. Now tell me, what could happen today? (Analogy for false alarm/distrust).",Neutral,Neutral,Standard,Standard,Formal,YouTube,291,58,0,1,standard_with_dialect_markers,False
1433,"Rony Biswas চট্টগ্রামের হাটহাজারী মাদ্রাসাওয়ালারা ৭১ এ যুদ্বের সময়, মাদ্রাসা সংলগ্ন সীতাকালী মন্দির ভেঙ্গে সেখানে নামায পরিয়েছিল মাদ্রাসার এ টু জেড সকলে. আবার দেশ স্বাধীন হওয়ার পর এটি তারা নিজেরা তৈরি করে দেয়. ততকালীন মন্দিরের পুরোহিতের ধ্যুতি খুলে উলঙ্গ করে দৌরাইয়ে দৌড়াইয়ে মেরে হত্যা করে. মুসলমানদের এরুপ হত্যাযজ্ঞ ধর্ম বিরোধী কাজ ইতিহাস হয়ে থাকবে চট্টগ্রামের ইতিহাসে.","Rony Biswas: The madrasa students of Hathazari, Chattogram, broke down the Sitakali Temple near the madrasa during the '71 war and made everyone from A to Z of the madrasa pray there. After the country became independent, they rebuilt it themselves. They stripped the priest of the temple naked and chased him down and killed him. Such killings by Muslims, an act against religion, will remain history in Chattogram's history.",Negative,Male,Standard,Standard,Formal,YouTube,379,56,0,1,standard_with_dialect_markers,False
1434,আমরা কিন্তু বাঙালি জাতি একটা স্বৈরাচার কে বিদায় করেছি স্বৈরাচার কে বিদায় করেও আমরা বৈষম্যের ভিতরেই ঢুকে আছি ডাক্তার ইউনুস সাহেব ঘনভোটের ব্যাপারে যে রায়টা দিলেন এটা কিন্তু বৈষম্যের মধ্যেই রয়ে গেল কারণ আপনি একটা দলকে প্রাধান্য দিলেন বাকি আটটা ইসলামিক দল তারা চাইছে ঘন ভোট নভেম্বরের মধ্যে অথবা জাতীয় নির্বাচনের আগেই দিতে হবে তাহলে আপনি একটা দলের কথা রে প্রাধান্য দিলেন বাকি আটটা দল যেই চাহিদাটা ছিল আপনি তাদের আশাটা পূর্ণ না করে একটা দলের আশাকেই আপনি প্রাধান্য দিলেন এটাতো সবচেয়ে বড় আওয়ামী লীগের চেয়েও মারাত্মক হয়েছে বৈষম্য,"We, the Bengali nation, have dismissed a tyrant, but even after dismissing the tyrant, we are trapped in discrimination. The verdict given by Dr. Yunus Saheb regarding the referendum remained within discrimination because he prioritized one party. The other eight Islamic parties wanted the referendum to be held by November or before the national election. You prioritized the wish of one party without fulfilling the desire of the other eight parties. This discrimination is even more serious than the Awami League.",Negative,Male,Standard,Standard,Formal,YouTube,530,89,0,1,standard_with_dialect_markers,True
1435,"এক সময় সিলেটের ফকির লালের গান শুনতাম। কারন, সিলেটের আঞ্চলিক ভাষা আমার খুব ভালো লাগে। আর আপনাদের এই (সোনা পাখি) গানটি এত ভালো লাগে যে, এপর্যন্ত ২০০ বারের কম নয় দেখছি! যতই শুনি ততই ভালো লাগে। বিশেষ করে এই টানটা, ""আমার সোনা পাখি গো""..... তো- ধন্যবাদ আপনাদের, বিশেষ করে শ্রাবনি আপুকে' এমন সুন্দর কন্ঠে এমন সুন্দর একটা বাংলা গান আমাদের উপহার দেওয়ার জন্য।","I used to listen to the songs of Fakir Lal of Sylhet a while ago. Because I like the regional language of Sylhet very much. And I like this song (Shona Pakhi) of yours so much that I have watched it no less than 200 times so far! The more I listen, the better it feels. Especially this phrase, ""Amar Shona Pakhi Go""..... So- thank you, especially Sraboni Apu, for gifting us such a beautiful Bengali song with such a beautiful voice.",Positive,Female,Standard,Standard,Formal,YouTube,352,63,0,0,standard_ok,False
1436,"যমুনার এই টকশোতে ফ্লোর নিয়ে বৈষম্য করা হয় এবং উদ্দেশ্য মুলক ভাবে যমুনা টেলিভিশন বি এন পির আলোচক কে পক্ষপাত মূলক সময় বাড়িয়ে দেন, বি এন পির ভাঁওতাবাজির রাজনীতি নিয়ে প্রতিবাদে বাঁধার সৃষ্টি করে। সাধারণ জনগণ যমুনা টিভির পক্ষপাতী উপর সারাক্ষণ দৃষ্টি রেখে যাচ্ছেন। যমুনা টিভি যদি দেশে চাঁদাবাজি ও দখলবাজির ধারাবাহিকতা বি এন পির মাধ্যমে দেশে ধরে রাখতে চায়, সেটা অসম্ভব।","There is discrimination regarding the floor time in Jamuna's talk show, and Jamuna Television deliberately gives biased extra time to the BNP speaker, creating obstacles to protests about BNP's politics of deception. The general public is constantly monitoring Jamuna TV's bias. It is impossible if Jamuna TV wants to maintain the continuity of extortion and grabbing in the country through BNP.",Negative,Neutral,Standard,Standard,Formal,YouTube,369,62,0,0,standard_ok,True
1437,অসংখ্য ধন্যবাদ জিসান ভাই আপনাকে গুরুত্বপূর্ণ সোনা করেছেন জাতি আপনার থেকে অনেক উপকৃত হবে আপনার জ্যাকব মিল্টন সাংবাদিক কমার্স সারোয়ার ভাই পিনাকী ভট্টাচার্য দাদা ও আমার দেশ পত্রিকার মাহমুদুর রহমান ভাই যে আত্মত্যাগ আপনারা দেশের জন্য করেছেন এবং অনেক অনেক নাম না জানা এই মুহূর্তে বলতে পারছি না অনেক সাংবাদিক অনেক বুদ্ধিজীবীরা এই দেশের জন্য যা করেছে বাইক মা কখনো ভোলার নয় আপনাদের জন্য অসংখ্য দোয়া ও ভালোবাসা রইলো আপনাদেরকে নেক হায়াত দান করুন আপনাদের পরিবার ও পরিজন সবাইকে যেন আল্লাহ নেক হায়াত দান করুক সুস্থতা দান করেন আমিন,"Many thanks to you, Jisan bhai, you have done important 'gold' (work). The nation will benefit greatly from you. The sacrifice you, Jacob Milton, journalist Commerce Sarwar bhai, Pinaki Bhattacharya dada, and Mahmudur Rahman bhai of Amar Desh newspaper, have made for the country, and many other unnamed journalists and intellectuals who have done so much for this country, their sacrifice is unforgettable. Countless prayers and love for you all. May Allah grant you a virtuous life, and grant a virtuous life and health to all your family and relatives. Amen.",Positive,Neutral,Standard,Standard,Formal,YouTube,521,89,0,1,standard_with_dialect_markers,False
1440,"আমাদের দেশে যেহেতু আইনসৃংকলাবাহিনির লোক কম, সেই ক্ষেত্রে অন্যান্য বড় দেশে যে ভাবে ইলেকশন হয় ২/৩ দিনে, আমাদের দেশে ও তো তাই করা যেতে পারে, যেমন বিভাগগুলোকে ২ অতবা ৩ ভাগ করে ইলেকশন দেওয়া যেতে, পারে শুধু ভোট কাউন্ট বা হিসাব হবে একেবারে শেষের দিনে, ইনশা আল্লাহ সুন্দর পরিচ্চন্ন এবং সবার গ্রহনযোগ্য একটি সেরা ইলেকশন আসা করছি ইংল্যান্ড থেকে এম কে রহমান🇧🇩","Since the number of law enforcement personnel is low in our country, the election can be held over 2/3 days like in other big countries. For example, the divisions can be split into 2 or 3 parts for the election, but the vote count or calculation will be done on the very last day. Insha'Allah, I am expecting a beautiful, clean, and universally acceptable best election. MK Rahman from England 🇧🇩",Neutral,Male,Standard,Standard,Formal,YouTube,351,62,0,0,standard_ok,False
1441,এখন এই এতিম ছাত্রদের পেছনে জনতাও নাই বিএনপিও নাই। উপর থেকে আওয়ামীলীগ থাবা রেডি কইরা রাখসে আবার নির্বাচনের আগে বাল ছাল জুলাই সনদও ভেস্তে এখন নিজেরাই নিজেগো শরীর জ্বালাইবো আর এর ওর দোষ দিবো যাতে নির্বাচনও না হয় আর এরা মজা ফুর্তি করতে পারে ইনুছ মিয়ার ছত্রছায়ায়। কিন্তু মগজধোলাই তো জনতা খাবেই। কারণ মানুষ যা দেখে তাই বিশ্বাস করে কিন্তু যারা বিশ্লেষণ করে তারা বুঝে এর পেছনের হিসেবটা দেখে।,"Now the public is not behind these orphan students, nor is BNP. Awami League has kept its claws ready from above. Now, before the election, all the nonsensical July charters are foiled, and they will set themselves on fire and blame others, so that the election doesn't happen and they can have fun under the protection of Yunus Mia. But the public will be brainwashed. Because people believe what they see, but those who analyze look at the calculations behind it.",Negative,Neutral,Standard,Standard,Formal,YouTube,388,69,0,3,standard_with_dialect_markers,True
1442,"আমরা রিভিউ চাই, আবেদন ৩২গাইবান্ধা ০৪গোবিন্দগঞ্জ আসনে, দলের চরম দুর্দিনে স্বেচ্ছায় দেশের বাহিরে গিয়ে থাকা, এবং আমার মা বেগম খালেদা জিয়াকে মাইনাস করার ফর্মুলার অংশীদার সংস্কারপন্থী শামীম কায়ছার লিংকন কে প্রার্থী বদল করে, জননন্দিত নেতা বিপুল ভোটে নির্বাচিত সাবেক উপজেলা চেয়ারম্যান জনতার এমপি জননেতা জনাব ফারুক কবির আহমেদকে চুড়ান্ত নমিনেশন দেয়ার জোর দাবি জাণাই বাংলাদেশ জাতীয়তাবাদী দল বিএনপির কেন্দ্রীয় সর্বোচ্চ নীতি নির্ধারণী ফোরামের এর কাছে রিভিউ আবেদন এটা গোবিন্দগঞ্জ উপজেলার লক্ষ জনতার প্রানের দাবি","We demand a review, an appeal in the Gaibandha-4 Gobindaganj constituency, to change the candidate reformist Shamim Kaisar Lincoln, who voluntarily went abroad during the party's extreme adversity and was part of the formula to 'minus' my mother Begum Khaleda Zia, and to give the final nomination to the highly popular leader, former Upazila Chairman, People's MP, public leader Mr. Faruk Kabir Ahmed, who was elected with a huge number of votes. We strongly demand this review application to the Central Highest Policy Forum of the Bangladesh Nationalist Party (BNP). This is the heartfelt demand of millions of people in Gobindaganj Upazila.",Negative,Neutral,Standard,Standard,Formal,YouTube,507,74,0,0,standard_ok,True
1443,আদালতে ভাইয়া যত আওয়ামী সন্ত্রাসীদের মামলায় গ্রেপ্তার ছিল তাদের অধিকাংশ জামিনে মুক্তি পেয়েছে এই মাসের মধ্যে আমাদের মেহেরপুরেও। তখনই আমার কেন যেন ধারণা হয়েছিল ভাইয়া যে এ ধরনের কোন একটি উদ্দেশ্য আছে মনে হয়। আমাদের মত এতিম আল্লাহর গোলামদের। মহান মালিক মহাপরাক্রমশালী আল্লাহর অজানা কিচ্ছু নেই। হে আমার মহান মালিক মহান রব মহান মাবুদ আপনি আপনার গলান্দের অনন্তকালের জন্য ভালোবেসে মাফ করে ক্ষমা করে অনন্তকালের জন্য সদ্যজাত শিশুর মতো আগলি রেখে ইনশাআল্লাহ আপনি হেফাজত সহ আশ্রয় দান করুন। আমিন,"Brother, most of the Awami terrorists who were arrested in cases have been released on bail within this month, even in our Meherpur. That's when I had a feeling, brother, that there is some intention of this kind. For Allah's servants who are orphans like us. Nothing is unknown to the Great Owner, the Almighty Allah. O my Great Owner, Great Lord, Great God, may you love and forgive your servants forever, and keep them close like newborn babies forever, Insha'Allah, grant them protection and refuge. Amen.",Negative,Neutral,Standard,Standard,Formal,YouTube,488,79,0,0,standard_ok,False
1445,"জুলাই ২০২৪ এর সেই সাহসী ছাত্রভাই ও ছাত্রীবোনেরা, সাধারণ জনতা, বিএনপি, জামায়াত সবাই সেইদিন যেমন একসাথে কাধে কাধ মিলিয়ে ফ্যাসিস্টদের পতন ঘটিয়েছে, তেমনি ১৩ নভেম্বর২০২৫ থেকে সাড়া বাংলাদেশের মাঠে ময়দানে সেই ছাত্র,ছাত্রী, জনতা ও শান্তি প্রিয় রাজনৈতিক দল গুলো একসাথে সেই ফ্যাসিস্টদের রুখে দিবে, ইনশাআল্লাহ। বিভিন্ন টিভি চ্যানেল, ইউটিউবার ও সাংবাদিকরা, জুুলাই, ২০২৪ এর সব ঘটনা গুলো প্রতিটা রাস্তায় জায়ান্ট স্কিনে দেখিয়ে আবারও মনে করিয়ে দিন এই জাতীকে ও সাড়া বিশ্বকে।","The brave student brothers and sisters, general public, BNP, and Jamaat who overthrew the fascists shoulder to shoulder in July 2024, will also stand together in the fields across Bangladesh starting from November 13, 2025, to resist those fascists, Insha'Allah. Various TV channels, YouTubers, and journalists, show all the events of July 2024 on giant screens on every road to remind this nation and the whole world again.",Positive,Neutral,Standard,Standard,Formal,YouTube,468,71,0,1,standard_with_dialect_markers,True
1446,"যে-ই জামাত এ-ই দেশের স্বাধীনতা চায় নি, যে জামাত দেশের সার্বভৌমত্ব চায় নি. এই জামাত এই দেশের শাসক হতে চাচ্ছে বিষয় টা হাস্যকর,যে জামাত আবুল আলা মওদুদী ভ্রান্ত আকিদা নিয়ে আছে, যে জামাত ধর্ম নিয়ে ব্যবসা করে রাজনৈতিক ফায়দা হাসিল করতে চায়, এই জামাত যত দিন এই দেশের নাম বাংলাদেশ থাকবে ততদিন জামাত এই দেশের শাসক হতে পারবে না, বাংলার মানুষ জামাত কে চাইতে পারে না।","The Jamaat that did not want this country's independence, the Jamaat that did not want the country's sovereignty. It is ridiculous that this Jamaat wants to be the ruler of this country. The Jamaat that holds the false doctrine of Abul Ala Maududi, the Jamaat that wants to do business with religion to gain political advantage, this Jamaat will not be able to rule this country as long as the name of this country is Bangladesh. The people of Bengal do not want Jamaat.",Negative,Neutral,Standard,Standard,Formal,YouTube,361,66,0,0,standard_ok,True
1447,Hajar hajar koti taka jonogoner gono vote korte gele mone hoy? Khomotai theke jokhun bidese pachar koren tokhun mone hoyna kisu apnader? Sohid president Ziaur Rahman kn hajar koti taka khoroj kore gono vote kore silen? Sei hajar koti taka bnp return koruk Jar jonmo gono voter moddhe diye sei abar bole. Boro dukkho jonok,"Do you worry about thousands of crores of public money when holding a referendum? When you smuggle money abroad from power, don't you worry then? Why did Shaheed President Ziaur Rahman spend thousands of crores of taka to hold a referendum? Let BNP return those thousands of crores of taka. The one whose birth was through a referendum says this again. Very unfortunate.",Negative,Male,Other/Unclassified,Informal,Formal,YouTube,321,55,0,0,no_markers_found,False
1448,হ্যাঁ না ভোট পয়োজন ডঃ ইউনুস সাহেবের. উনি উনার ক্ষমতার জন্য. হ্যাঁ না ভোট করবেন.জনগণ উনাকে হ্যাঁ না ভোটের মাধ্যমেই বলে দিবেন.জাতীয় সনদ বাস্তবায়িত করবেন.না কি দরকার নেই. অথচ সব কিছুই উল্টে ভাবে দেখছি.উনি রাজনৈতিক দলের কাছে যাবেন কি জন্য. উনি যাবেন জনগণের কাছে.রাজনৈতিক দল আসবে পরে জাতীয় নির্বাচনের সময়.জাতীয় সনদ উনাকে বাস্তবায়িত করে যেতে হবে.তাই জনগণের মতামত নিতে উনার পয়োজন .হ্যাঁ না ভোট.উনাকে হ্যাঁ ভোট দিলে উনি জুলাই সনদ বাস্তবায়িত করে সংবিধানে সংযুক্ত করবেন.তার পর জাতীয় নির্বাচন দিয়ে ক্ষমতা হস্তান্তর করে চলে যাবেন.আর যদি জনগণ না বলেন.উনি প্রধান বিচার পতির কাছে ক্ষমতা দিয়ে চলে যাবেন.বিচার পতি আইন গত ভাবে যেটি হবে তা সিদ্ধান্ত নিবেন.,"Yes/No vote is needed for Dr. Yunus. He will hold a Yes/No vote for his own power. The people will tell him through the Yes/No vote whether he will implement the national charter or if it is not needed. But I see everything in reverse. Why would he go to the political parties? He should go to the people. Political parties will come later during the national election. He must implement the national charter before leaving. So, he needs a Yes/No vote to get the people's opinion. If the people vote yes, he will implement the July Charter and attach it to the constitution, then he will transfer power through a national election and leave. And if the people vote no, he will hand over power to the Chief Justice, and the Justice will decide legally what should happen.",Neutral,Male,Standard,Standard,Formal,YouTube,649,105,0,0,standard_ok,False
1449,প্রিয় দেশবাসী আসসালামু আলাইকুম ওয়া রাহমাতুল্লাহ আপনারা সবাই ১৩ তারিখের লকডাউন সফল করার জন্য সবাই রাজ পথে নেমে আসুন এই ইউনুস কে হটাবার জন্য আপনারা সবাই রাস্তায় নেমে আসুন আপনারা অফিস আদালতে যাবেন না ইউনুস চাচ্ছে তার সসন্ত্রাসী বাহিনী দিয়ে নিরিহ মানুষকে মেরে আওয়ামী লীগ কে সন্ত্রাসী সংঠন হিসাবে পরিচয় করিয়ে দিতে। আপনারা যারা চাকরি করেন কেউ ঘর থেকে বের হবেন না। সবাই যার যার বাসায় থাকবেন। আপনাদের জীবনের মূল্য অনেক বেশি। ২০০০ হাজারের মতো গার্মেন্টস ফেক্ট্রি বন্ধে হয়ে গেছে লক্ষ লক্ষ শ্রমিক বেকার হচ্ছে। মানুষের মৌলিক অধিকার থেকে বঞ্চিত হচ্ছে আপনারা সবাই ১৩ তারিখ রাজপথে আসবেন,"Dear countrymen, Assalamu Alaikum Wa Rahmatullahi. Everyone come down to the streets to make the lockdown on the 13th successful. Everyone come down to the streets to remove this Yunus. Do not go to offices or courts. Yunus wants to portray Awami League as a terrorist organization by killing innocent people with his armed forces. Those of you who have jobs, do not leave your homes. Everyone stay in their respective homes. Your lives are very valuable. About 2000 garment factories have closed down. Millions of workers are becoming unemployed. People are being deprived of basic rights. Everyone come to the streets on the 13th.",Negative,Neutral,Standard,Standard,Formal,YouTube,580,97,0,2,standard_with_dialect_markers,True
1450,"দেশকে বর্তমান দূরাবস্থা থেকে উদ্ধার করতে জাতীয় নির্বাচন জরুরী। গণভোট দেশের জন্য জরুরি না। দেশের অর্থনৈতিক প্রেক্ষাপটে দুটি আলাদা ভোট দেশের সামর্থ্যের জন্য যথেষ্ট নয়। জোট বদ্ধ হয়ে নির্বাচন করা প্রকৃত গণতন্ত্রের জন্য সহায়ক নয়, এই পদ্ধতি ক্ষমতার মোহই কাজ করে, দলের দেউলিয়াত্বই প্রকাশ করে। যাদের একক ভাবে নির্বাচন করার যথেষ্ট যোগ্যতা থাকে না তারাই ক্ষমতার লোভে আসন ভাগাভাগি করে জোট বদ্ধ হয়ে নির্বাচন করে। এই পদ্ধতির নির্বাচন বন্ধ করা হোক। জোট বদ্ধ হবে নির্বাচনের পর সরকার গঠন করতে।।","A national election is necessary to rescue the country from its current plight. A referendum is not urgent for the country. In the context of the country's economy, two separate votes are not sufficient for the country's capability. Forming an alliance to contest elections is not helpful for true democracy. This method only works for the illusion of power and reveals the party's bankruptcy. Those who are not qualified enough to contest elections individually form alliances and divide seats out of greed for power. This election method should be stopped. They should ally to form the government after the election.",Negative,Neutral,Standard,Standard,Formal,YouTube,485,79,0,0,standard_ok,True
1451,"বিএনপির ২৫তম দফায় বলা হয়েছে— তারা জিডিপির ৫% শিক্ষা খাতে ব্যয় করবে। বিএনপির ২৬তম দফায় বলা হয়েছে— তারা জিডিপির ৫% স্বাস্থ্য খাতে ব্যয় করবে। অর্থাৎ, জিডিপির ১০% কেবল এই দুই খাতেই শেষ। অন্যদিকে, বাংলাদেশের মোট বাজেটই হলো জিডিপির ১২.৬৫% (২০২৪–২৫ অর্থবছর)। এর মধ্যে পাবলিক সার্ভিস খাতে প্রায় ৫% ব্যয় হয়। তার সঙ্গে আছে ইম্পোর্ট বিল, কৃষি খাত, সামাজিক নিরাপত্তা, অবকাঠামো উন্নয়ন, প্রশাসনিক ব্যয় ইত্যাদি। তাহলে প্রশ্ন দাঁড়ায়: এই বাজেট কাঠামোর মধ্যে বিএনপির ঘোষিত ৩১ দফা কীভাবে বাস্তবায়ন সম্ভব? এটাই বিএনপির ৩১ দফার একটি মৌলিক অর্থনৈতিক মূল্যায়ন। এখন সিদ্ধান্ত আপনাদের, এটা বাস্তববাদী, নাকি নিছক রাজনৈতিক প্রতিশ্রুতি।","BNP's 25th point states—they will spend 5% of the GDP on the education sector. BNP's 26th point states—they will spend 5% of the GDP on the health sector. That is, 10% of the GDP is finished in just these two sectors. On the other hand, Bangladesh's total budget is 12.65% of the GDP (2024–25 financial year). Of this, approximately 5% is spent on public services. Added to that are import bills, agriculture, social security, infrastructure development, administrative expenses, etc. So the question arises: How is it possible to implement BNP's announced 31 points within this budget structure? This is a fundamental economic assessment of BNP's 31 points. Now the decision is yours, is this realistic, or merely a political promise?",Neutral,Neutral,Standard,Standard,Formal,YouTube,623,95,0,0,standard_ok,True
1452,এনসিপির ছেলেগুলো যে কত মেধাবী আপনি দেখেন তার বক্তব্যগুলো কত তথ্যপূর্ণ কত নির্দিষ্টভাবে সে মেনশন করছে মানি তাদের মেধা প্রত্যেকটা টকশোতে আমি খেয়াল করি যে ইএমসির ছেলেগুলোকে চেয়ে রাখুক তাদের নেতৃত্বে একদিন আমাদের অনেক কাজে লাগবে কিন্তু অত্যন্ত বেধাব আমাদের দেশের বুড়া তথাকথিত রাজনীতিবিদ যারা তাদের কথা আর নাই বললাম এদের সাথে কোন যুক্তির তর্কে বা ইতিহাসে বা কোন কিছুতে না পারলেই যে তোমরা বেয়াদব তোমরা জী হুজুরী ভাবনায় তোমাদের ভিতর তোমরা তেল মারতে পারো না তোমাদের টিপ দিলে দুধ পড়বে কত ধরনের কথা তখন তাদের ব্যর্থতা ঢাকার জন্য রাজনীতিবিদদের কে বেরিয়ে আসে তবে আমি আশা করি জনগণ বুঝবে ৫৩ বছরে বুড়োদের কে দেখেছি আর দেখতে চাই না দিনের অপেক্ষায় আছি নতুন প্রজন্মের অপেক্ষায় আছি।,"You see how talented the NCP boys are. See how informative and specific their statements are. I notice their talent in every talk show. They should keep an eye on the EMC boys; their leadership will be very useful to us one day. But our country's old, so-called politicians are extremely unintelligent. I won't even mention them. When you can't win an argument or historical point with them, they say, ""You are rude, you are subservient, you can't flatter, milk will come out if you press them,"" and so many other things. Then the politicians come out to cover up their failures. However, I hope the people understand. We have seen the elders for 53 years and don't want to see them anymore. I am waiting for the new generation.",Positive,Male,Standard,Standard,Formal,YouTube,673,115,0,3,standard_with_dialect_markers,False
1453,এগুলো হয় একমাত্র বিম্পির কারণে বিয়ে বিয়ে আমি লীগকে পুরনোভাবে আবার ক্ষমতায়েন্ত স্যার কেন বিএনপি আওয়ামী লীগ এরা মিলে দেশ থেকে ডাউনলোড করে দিছে এই নাশকতার মূল কারিগর আমার মনে হয় সাথে বিএনপি জড়িত আমি বাংলাদেশের প্রশাসন ভাইদেরকে বিনীতভাবে অনুরোধ জানাই আপনারা দয়া করে জনগণের ট্যাক্সের টাকা বেতন ভাতা হয়ে থাকেন আপনারা দয়া করে বাংলাদেশের ছিনতাই ধান্দাবাজি খুনখারাবি রিনা বেবিচার অবশ্যই আপনারা পুলিশ ভাইয়েরা যদি না মুসলিম হয়ে থাকেন না হিন্দু হইয়া থাকে না কেন বাংলাদেশের প্রতি যদি আপনাদের ভালোবাসা থেকে থাকে এগুলো বন্ধ করুন আপনারা সাইডে একদিনের ভিতর বাংলাদেশ থেকে বন্ধ করা যায় আপনারা পুলিশ ভাই সেদিনইতো অনুরোধ আমরা ঘুষ লেনদেন বন্ধ করুন বাংলাদেশ থেকে এগুলোকে নির্মূল করেন,"These things happen only because of BNP. Why did BNP and Awami League together ""download"" the country? I think BNP is involved in the main acts of sabotage. I respectfully request the police brothers of Bangladesh: You receive salaries and allowances from the people's tax money. Please stop snatching, grabbing, murder, and injustice in Bangladesh. If you police brothers have love for Bangladesh, whether you are Muslim or Hindu, please stop these. These things can be stopped from Bangladesh in one day if you want. Police brothers, that's our request: stop giving and taking bribes, and eradicate these things from Bangladesh.",Negative,Neutral,Standard,Standard,Formal,YouTube,674,109,0,3,standard_with_dialect_markers,True
